sysname	chr	type	start	stop	orientation	genename	RNAseq_Brar_00_EXP	RNAseq_Brar_01_preMeiosis	RNAseq_Brar_02_DNArep	RNAseq_Brar_03_LepZyg	RNAseq_Brar_04_PachDip	RNAseq_Brar_05_Met1	RNAseq_Brar_06_Ana1	RNAseq_Brar_07_Met2	xRNAseq_Brar_08_Ana2	RNAseq_Brar_09_SporeEarly	RNAseq_Brar_10_SporeLate
YBR268W	2	gene	741299	741616	+	MRPL37	139.1	187.2	262.4	214.7	407.4	645	1039.1	1337.5	1917.2	1235.9	501.1
YBR268W_mRNA	2	mRNA	741299	741616	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS224	2	ARS	741681	741797	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS224_ARS_consensus_sequence	2	ARS_consensus_sequence	741726	741742	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	742160	742576	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR269C	2	gene	742160	742576	-	SDH8	17	269.4	221.1	169.9	216.6	234	169.4	152.7	149.5	184.9	228.8
YBR269C_mRNA	2	mRNA	742160	742576	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	742761	744398	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR270C	2	gene	742761	744398	-	BIT2	19.8	26.7	49.7	47	41.1	30.5	21.5	21.3	20.5	33.7	55.3
YBR270C_mRNA	2	mRNA	742761	744398	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	744852	746111	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR271W	2	gene	744852	746111	+	EFM2	66.6	35	27	25.4	19.4	13.4	4.1	3.7	3.5	7.4	47.5
YBR271W_mRNA	2	mRNA	744852	746111	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	746361	747803	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR272C	2	gene	746361	747803	-	HSM3	41.1	70.1	91.7	115.2	103.5	81.7	55	47.7	33.3	31.5	79.1
YBR272C_mRNA	2	mRNA	746361	747803	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	748061	749371	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR273C	2	gene	748061	749371	-	UBX7	51.9	181.9	115.2	66.8	53.1	36.5	38.6	76.8	146.8	265.5	97.3
YBR273C_mRNA	2	mRNA	748061	749371	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	749594	751177	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR274W	2	gene	749594	751177	+	CHK1	38.2	69.9	103.9	92.9	85.7	46.3	29.3	34.6	29.2	47.3	51.7
YBR274W_mRNA	2	mRNA	749594	751177	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	751356	757106	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR275C	2	gene	751356	757106	-	RIF1	11.5	7.1	31.1	28.6	50.6	154.5	238.5	181.6	134.7	72	68.5
YBR275C_mRNA	2	mRNA	751356	757106	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS225	2	ARS	757437	757667	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	757620	760043	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR276C	2	gene	757620	760043	-	PPS1	35.6	29.8	37.4	30	23.3	20.6	18.9	21.2	18.5	19.1	29.2
YBR276C_mRNA	2	mRNA	757620	760043	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	760215	760616	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR277C	2	gene	760215	760616	-	Dubious_ORF	1.1	1	0.8	0.8	1.1	1.9	1.1	0.4	0.4	0	0.6
YBR277C_mRNA	2	mRNA	760215	760616	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	760294	760899	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR278W	2	gene	760294	760899	+	DPB3	61.2	104.6	214.9	219.6	182.7	98.4	73.8	51.3	37.8	32.3	43.5
YBR278W_mRNA	2	mRNA	760294	760899	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	761257	762594	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR279W	2	gene	761257	762594	+	PAF1	59.3	80.1	48.5	62.4	52.4	40.8	31.3	29.1	22.1	70.2	127
YBR279W_mRNA	2	mRNA	761257	762594	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	762784	764697	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR280C	2	gene	762784	764697	-	SAF1	5.7	106.1	60.8	92.7	103.3	74.6	33.4	30	23.8	52.1	52.1
YBR280C_mRNA	2	mRNA	762784	764697	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	764970	767606	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR281C	2	gene	764970	767606	-	DUG2	27.5	41.4	59.2	84.6	95.1	57.2	32.7	23.3	11.9	9.7	51.2
YBR281C_mRNA	2	mRNA	764970	767606	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	768240	768680	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR282W	2	gene	768240	768680	+	MRPL27	147.6	154.4	200.4	230.5	250.3	168	236.3	351.8	483.8	628.8	189.3
YBR282W_mRNA	2	mRNA	768240	768680	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	768943	770415	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR283C	2	gene	768943	770415	-	SSH1	201.6	82.2	111.8	168.3	272.9	278.7	193.5	138.9	106.2	102.2	130.5
YBR283C_mRNA	2	mRNA	768943	770415	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	771239	773632	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR284W	2	gene	771239	773632	+	Dubious_ORF	4.1	17.7	17.8	19.6	22.7	16.7	18.1	19.9	16.8	20.7	20.2
YBR284W_mRNA	2	mRNA	771239	773632	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	773922	774356	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR285W	2	gene	773922	774356	+	Dubious_ORF	7	411.5	306	512	954.8	1147.7	2143.4	4327.6	6478.6	5874	1751.7
YBR285W_mRNA	2	mRNA	773922	774356	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	774700	776313	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR286W	2	gene	774700	776313	+	APE3	239	200.9	212.9	236.6	246.6	219.5	119.9	203.1	354.8	921.6	225.9
YBR286W_mRNA	2	mRNA	774700	776313	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	776571	777854	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR287W	2	gene	776571	777854	+	Dubious_ORF	43.1	367.5	172.5	183.5	141.9	157.6	104.3	114.2	144.3	177	356.3
YBR287W_mRNA	2	mRNA	776571	777854	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	778012	779463	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR288C	2	gene	778012	779463	-	APM3	101.1	60.6	105.1	123.9	91	73.4	37.3	28.4	18.7	28	63.3
YBR288C_mRNA	2	mRNA	778012	779463	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	779667	782384	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR289W	2	gene	779667	782384	+	SNF5	17.9	15.2	26.5	28.1	32	34.2	18.8	12.6	9.9	24	30.7
YBR289W_mRNA	2	mRNA	779667	782384	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	782591	783556	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR290W	2	gene	782591	783556	+	BSD2	146.8	519.9	314.4	302.5	264	227.6	351.7	344.9	234.1	161.9	271.4
YBR290W_mRNA	2	mRNA	782591	783556	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	783673	784572	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR291C	2	gene	783673	784572	-	CTP1	83.3	60.1	112.6	118.7	79	43.7	46.8	40.5	30	31.2	145.3
YBR291C_mRNA	2	mRNA	783673	784572	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	784702	785073	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR292C	2	gene	784702	785073	-	Dubious_ORF	3.9	6.8	22.5	10	20.8	16.8	16.1	24	30.9	41.5	42.6
YBR292C_mRNA	2	mRNA	784702	785073	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	787006	788430	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR293W	2	gene	787006	788430	+	VBA2	17.2	79.6	48.2	44.3	46.8	41.8	31	80.2	96.9	78.1	140.3
YBR293W_mRNA	2	mRNA	787006	788430	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	789235	791814	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR294W	2	gene	789235	791814	+	SUL1	1	45.2	41.7	37.4	44.8	46.9	41.4	25.8	21	12.5	248.1
YBR294W_mRNA	2	mRNA	789235	791814	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS228	2	ARS	792218	792310	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	792849	796499	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR295W	2	gene	792849	796499	+	PCA1	10.3	58.1	48.6	56.5	51.3	41.6	22	17.3	13.5	24.9	31.5
YBR295W_mRNA	2	mRNA	792849	796499	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	796798	798522	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR296C	2	gene	796798	798522	-	PHO89	2.7	3316.5	1675.9	1754.4	939.8	821.9	393.8	346.1	251.2	222.9	1964
YBR296C_mRNA	2	mRNA	796798	798522	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	800123	800242	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR296C-A	2	gene	800123	800242	-	Dubious_ORF	0	1.3	0	0	1.8	2.2	3.6	0.7	0	0	0
YBR296C-A_mRNA	2	mRNA	800123	800242	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	800523	801929	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR297W	2	gene	800523	801929	+	MAL33	24.9	90.5	94.7	123.6	93.8	73	66.3	59.2	53.4	37.7	96.7
YBR297W_mRNA	2	mRNA	800523	801929	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	802631	804475	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR298C	2	gene	802631	804475	-	MAL31	11.8	108	95	112.7	78.7	49	46.2	57.7	38.8	56.4	89.1
YBR298C_mRNA	2	mRNA	802631	804475	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	805035	805256	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR298C-A	2	gene	805035	805256	-	Dubious_ORF	NA	0	0	0	0	0	0	0	NA	0	NA
YBR298C-A_mRNA	2	mRNA	805035	805256	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	805351	807105	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR299W	2	gene	805351	807105	+	MAL32	6.8	20.3	39.1	47.1	43.8	28.4	39.4	23.8	92.4	22.6	238.8
YBR299W_mRNA	2	mRNA	805351	807105	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	808600	809097	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR300C	2	gene	808600	809097	-	Dubious_ORF	0.4	0	0	0.9	1.5	1.6	2.6	0.9	1.8	2.9	0.5
YBR300C_mRNA	2	mRNA	808600	809097	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	809057	809419	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR301W	2	gene	809057	809419	+	PAU24	0.4	0	0.6	0.6	2.1	7.2	3.4	4.1	9.1	7.5	6.9
YBR301W_mRNA	2	mRNA	809057	809419	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2	CDS	810340	811479	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR302C	2	gene	810340	811479	-	COS2	3.6	2.9	22.5	35.1	26	8.7	5.8	4.5	5.7	3.6	9.2
YBR302C_mRNA	2	mRNA	810340	811479	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL02R	2	telomere	812379	813184	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL02R_X_element	2	X_element	812379	812848	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL02R_X_element_combinatorial_repeat	2	X_element_combinatorial_repeat	812849	813137	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL02R_telomeric_repeat	2	telomeric_repeat	813138	813184	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	3	chromosome	1	316620	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL03L	3	telomere	1	1098	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL03L_telomeric_repeat	3	telomeric_repeat	1	360	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL03L_X_element_combinatorial_repeat	3	X_element_combinatorial_repeat	361	639	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL03L_X_element	3	X_element	640	1098	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS300	3	ARS	989	1068	.	ARS300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS300_ARS_consensus_sequence	3	ARS_consensus_sequence	1050	1060	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWomega1	3	long_terminal_repeat	1179	1429	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWTy5-1	3	LTR_retrotransposon	1179	4322	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	1392	2135	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL076W	3	gene	1392	2135	+	Dubious_ORF	0	0	0	0	0	0	0	0	0	0	0
YCL076W_mRNA	3	mRNA	1392	2135	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL075W	3	pseudogene	2126	2566	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL074W	3	pseudogene	2824	3750	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWomega2	3	long_terminal_repeat	4073	4322	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	6479	8326	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL073C	3	gene	6479	8326	-	GEX1	0	0	0	0	0	0	0	0	0	0	0
YCL073C_mRNA	3	mRNA	6479	8326	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	9706	11082	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL069W	3	gene	9706	11082	+	VBA3	0	0	0	0	0	0	0	0	0	0	0
YCL069W_mRNA	3	mRNA	9706	11082	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS301	3	ARS	11146	11401	.	ARS301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HML	3	silent_mating_type_cassette_array	11146	14849	+	HML	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS301_ARS_consensus_sequence	3	ARS_consensus_sequence	11257	11267	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	11503	12285	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL068C	3	gene	11503	12285	-	Dubious_ORF	NA	0	0	0	0	0	0	0	NA	0	NA
YCL068C_mRNA	3	mRNA	11503	12285	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	W_region	11509	12238	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	X_region	12239	12943	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	12386	13018	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL067C	3	gene	12386	13018	-	HMLALPHA2	NA	0	0	0	0	0	0	0	NA	0	NA
YCL067C_mRNA	3	mRNA	12386	13018	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	Y_region	12944	13690	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	region	13282	13809	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	13282	13809	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL066W	3	gene	13282	13809	+	HMLALPHA1	NA	1	0	0.3	2.5	1.7	2.7	0.6	NA	1.5	NA
YCL066W_mRNA	3	mRNA	13282	13809	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	Z1_region	13691	13929	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	13751	14119	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL065W	3	gene	13751	14119	+	Dubious_ORF	0	0	0	0	0	0	0	0	0	0	0
YCL065W_mRNA	3	mRNA	13751	14119	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	Z2_region	13930	14017	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS302	3	ARS	14575	14849	.	ARS302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS302_ARS_consensus_sequence	3	ARS_consensus_sequence	14701	14711	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS303	3	ARS	14871	15213	.	ARS303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS303_ARS_consensus_sequence	3	ARS_consensus_sequence	15186	15196	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS320	3	ARS	15214	16274	.	ARS320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS320_ARS_consensus_sequence	3	ARS_consensus_sequence	15298	15308	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	15798	16880	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL064C	3	gene	15798	16880	-	CHA1	155.1	230.8	28.8	27.5	19.3	18.3	4.8	10.8	4.6	12.3	35.8
YCL064C_mRNA	3	mRNA	15798	16880	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	17290	18561	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL063W	3	gene	17290	18561	+	VAC17	53.4	20.2	29	48.3	52	44.8	38.1	31.1	28.1	29.2	54.6
YCL063W_mRNA	3	mRNA	17290	18561	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	18816	22106	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL061C	3	gene	18816	22106	-	MRC1	14.5	8.1	33	20.2	15	12.5	6	4.5	3.4	9.2	16.5
YCL061C_mRNA	3	mRNA	18816	22106	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	22429	23379	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL059C	3	gene	22429	23379	-	KRR1	419.9	399.9	196.7	227.6	110	90.6	49.2	36	27.8	58.3	171.2
YCL059C_mRNA	3	mRNA	22429	23379	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	23523	23981	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL058C	3	gene	23523	23981	-	FYV5	45.7	63.4	197	79.7	103.4	88.6	54.4	21.5	32.9	40	40.6
YCL058C_mRNA	3	mRNA	23523	23981	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	23584	23925	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL058W-A	3	gene	23584	23925	+	ADF1	258.6	213.6	122.2	176.8	86.4	46.6	46.6	38.6	29.9	41.9	173.6
YCL058W-A_mRNA	3	mRNA	23584	23925	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	24032	24325	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL057C-A	3	gene	24032	24325	-	MIC10	141.2	260.1	255.3	253.1	395.5	427.7	168.8	82.4	124.7	156.2	84.7
YCL057C-A_mRNA	3	mRNA	24032	24325	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	24768	26906	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL057W	3	gene	24768	26906	+	PRD1	33.6	36.6	170	205	290.9	204.8	75.2	52.8	27.4	25.1	49.9
YCL057W_mRNA	3	mRNA	24768	26906	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	26925	27359	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL056C	3	gene	26925	27359	-	PEX34	102.6	192.8	131.7	125.2	94	79.8	66.3	88	89.9	178.8	297.3
YCL056C_mRNA	3	mRNA	26925	27359	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	27929	28936	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL055W	3	gene	27929	28936	+	KAR4	67.9	136.3	290.6	385.6	312	230	152.1	99.1	58.8	52.4	81.8
YCL055W_mRNA	3	mRNA	27929	28936	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS304	3	ARS	30200	30657	.	ARS304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS304_ARS_consensus_sequence	3	ARS_consensus_sequence	30429	30439	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	30910	30996	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL054W-A	3	gene	30910	30996	+	RDT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL054W-A_mRNA	3	mRNA	30910	30996	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	31449	33974	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL054W	3	gene	31449	33974	+	SPB1	132.8	131.3	50.4	76.9	33.7	27.1	14.8	27.2	18.7	35.9	119.8
YCL054W_mRNA	3	mRNA	31449	33974	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	34143	35393	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL052C	3	gene	34143	35393	-	PBN1	59	249.2	298.4	251.9	229.9	149.7	81	47.2	22.9	16.7	114.7
YCL052C_mRNA	3	mRNA	34143	35393	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	35865	37616	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL051W	3	gene	35865	37616	+	LRE1	17	35.3	23.5	28.2	28.5	26.4	21.8	13.2	10.9	9.9	42
YCL051W_mRNA	3	mRNA	35865	37616	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	37836	38801	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL050C	3	gene	37836	38801	-	APA1	162.4	97.8	81.1	90.8	108.2	146.8	149.9	106.3	100.8	50.5	139.1
YCL050C_mRNA	3	mRNA	37836	38801	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS305	3	ARS	39508	39595	.	ARS305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS305_ARS_consensus_sequence	3	ARS_consensus_sequence	39579	39589	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	39786	40724	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL049C	3	gene	39786	40724	-	Dubious_ORF	107.9	184.4	134.3	199.1	173.7	140.2	117.6	90.1	103.7	96.8	77.6
YCL049C_mRNA	3	mRNA	39786	40724	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	41488	41727	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL048W-A	3	gene	41488	41727	+	Dubious_ORF	0.4	39.7	145.5	33.7	71	51.3	47.4	64.5	30.1	216	991.2
YCL048W-A_mRNA	3	mRNA	41488	41727	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	42165	43556	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL048W	3	gene	42165	43556	+	SPS22	2	16.7	20.6	189.3	943.3	926.1	3364.9	4733.5	4292.8	1846.2	1848.6
YCL048W_mRNA	3	mRNA	42165	43556	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	43661	44437	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL047C	3	gene	43661	44437	-	POF1	80.1	57.8	110.2	76	43.6	24.8	21.6	16.7	10.5	15.3	46.5
YCL047C_mRNA	3	mRNA	43661	44437	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	44623	46905	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL045C	3	gene	44623	46905	-	EMC1	44.3	35.7	46.5	45.4	58.7	79.2	35.5	16.8	10.9	22.3	40.7
YCL045C_mRNA	3	mRNA	44623	46905	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	46640	46963	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL046W	3	gene	46640	46963	+	Dubious_ORF	0.7	0.7	1.5	1	0.7	0.8	0	0.3	0.5	1.5	0
YCL046W_mRNA	3	mRNA	46640	46963	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	47111	48364	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL044C	3	gene	47111	48364	-	MGR1	11.4	21.7	20.7	22.4	41.1	41.9	11.3	11.2	15.2	55.4	24.1
YCL044C_mRNA	3	mRNA	47111	48364	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	48653	50221	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL043C	3	gene	48653	50221	-	PDI1	162.1	250.8	296.6	435.2	657.1	749	560.7	447.6	427.9	425.3	217.3
