Chr	Start	End
14	587660	588000
14	591082	591724
14	591828	591956
14	592837	593259
14	597691	597854
14	602641	602733
14	604559	605392
14	605840	606619
14	613192	613533
14	618267	618462
14	619772	619978
14	631282	631751
14	633548	633791
14	634010	634654
14	636794	636917
14	642330	642597
14	643593	643671
14	646973	647378
14	651693	653373
14	654047	654423
14	661346	661519
14	661847	662677
14	663500	664177
14	665039	665549
14	668087	668347
14	670226	670354
14	672211	672387
14	674734	674908
14	675819	676095
14	676327	676620
14	678455	678767
14	685530	685977
14	686616	686668
14	687148	687873
14	689984	690516
14	691560	692371
14	694836	694975
14	695356	695554
14	699444	699867
14	701656	701912
14	705953	706246
14	707587	707745
14	708279	708506
14	711404	711584
14	713188	713319
14	713726	713841
14	715451	716072
14	719061	719226
14	720738	720969
14	723181	723407
14	724274	724458
14	726034	726239
14	728220	728395
14	730605	731237
14	733691	734252
14	735856	736259
14	736493	736718
14	738751	738898
14	739165	739775
14	743607	743779
14	746077	746253
14	746740	746867
14	750120	750241
14	753267	753389
14	754372	755231
14	759323	759493
14	762956	763283
14	764043	764288
14	769526	769609
14	781354	781678
15	24663	24895
15	27457	31302
15	31804	31870
15	32271	32473
15	34210	34395
15	38616	38897
15	40351	40625
15	43473	43612
15	48676	48834
15	55173	55509
15	58560	58688
15	65378	65537
15	68660	68806
15	69040	69334
15	79957	80167
15	83047	83690
15	87159	87473
15	91475	91782
15	92915	93156
15	94542	94642
15	96445	97068
15	97353	97483
15	99448	99629
15	101239	101369
15	103770	104261
15	106377	106538
15	108056	108546
15	108939	110194
15	110833	110978
15	111817	112056
15	116168	116269
15	117452	117588
15	117812	118259
15	118516	118706
15	123630	123938
15	126680	126882
15	127710	128953
15	135860	136455
15	137597	138052
15	139104	139204
15	141346	141532
15	142601	142790
15	143801	144230
15	145142	145296
15	147126	147338
15	153528	153916
15	154599	154984
15	158691	159253
15	160529	162445
15	163031	163435
15	165444	165554
15	168204	168602
15	169843	171255
15	181405	181850
15	185161	185648
15	186762	187239
15	192946	195317
15	196045	196894
15	198266	199368
15	201633	202063
15	202462	202742
15	204478	204702
15	205898	206082
15	207186	207374
15	210330	210453
15	211813	212438
15	215867	217484
15	218313	219785
15	220253	221039
15	223037	223183
15	226015	226805
15	228323	228529
15	229975	230156
15	231599	233121
15	233692	235301
15	238365	238572
15	241148	241556
15	242339	243722
15	246870	247228
15	249646	249761
15	252703	252921
15	253623	254194
15	255115	255299
15	256160	256422
15	259160	259376
15	259735	259823
15	260107	260221
15	265161	265352
15	267186	268422
15	271487	271854
15	273722	273997
15	274339	274922
15	277605	278022
15	281610	281662
15	282023	282303
15	285141	286258
15	286712	286760
15	287994	288862
15	290390	290549
15	292150	292381
15	296207	296457
15	296763	296974
15	303200	303400
15	304101	305049
15	312468	312912
15	315043	315248
15	315518	316003
15	316213	316879
15	324403	324820
15	329133	329346
15	331167	331377
15	342707	342834
15	343426	343642
15	349135	349810
15	356373	356481
15	357223	357379
15	361239	361326
15	364056	364216
15	367751	367965
15	370930	371124
15	377873	378080
15	384745	385302
15	391568	392076
15	394565	394941
15	397115	397683
15	400151	400324
15	401781	401941
15	405400	405613
15	406757	406870
15	406905	406983
15	408118	408378
15	409992	410457
15	412442	412733
15	417707	418391
15	421743	421911
15	422224	422538
15	423909	424743
15	426160	426467
15	427397	427618
15	430013	430230
15	431707	432132
15	436528	436743
15	441172	441364
15	443307	444037
15	444346	444477
15	446745	447110
15	448881	449358
15	453523	453688
15	457674	458811
15	461387	462980
15	466989	467110
15	467678	468215
15	471725	471858
15	472326	472622
15	474485	474661
15	478510	478724
15	478943	482293
15	486777	487885
15	490847	491121
15	492873	493391
15	493916	495483
15	496042	496119
15	502541	502727
15	504498	504826
15	505154	505634
15	507631	507764
15	511112	511995
15	514393	515043
15	516933	517017
15	519929	521474
15	522494	523207
15	524934	525177
15	528716	528824
15	529830	530034
15	530320	530544
15	531228	531448
15	533764	534022
15	537167	537412
15	539509	539712
15	544345	545063
15	546421	546718
15	550262	551144
15	552784	553303
15	554647	554790
15	558356	559132
15	559727	560005
15	560656	561025
15	566233	566631
15	569554	569834
15	570622	571201
15	571847	572175
15	572884	573082
15	574810	575002
15	577823	578388
15	579252	580147
15	584027	584569
15	585555	588475
15	592419	593016
15	594259	594494
15	595627	595833
15	602473	602618
15	605098	605355
15	605790	606804
15	609166	609449
15	611425	612041
15	616949	617167
15	618379	618769
15	618990	619923
15	624431	624774
15	627990	628229
15	630715	630830
15	631689	632165
15	633585	633828
15	638283	639604
15	642181	642695
15	644356	644502
15	648894	649325
15	653897	654450
15	656346	656523
15	656680	657410
15	658451	658686
15	661439	662602
15	663738	663835
15	664477	664699
15	667252	667514
15	670377	671835
15	672452	672562
15	673714	674101
15	675197	675434
15	675676	675830
15	678881	679205
15	682170	682462
15	682672	682955
15	683410	684034
15	685499	685680
15	689383	689574
15	690338	690617
15	691585	691774
15	692140	692518
15	700380	701608
15	702141	702356
15	710207	710270
15	712572	712804
15	716875	717049
15	720268	720448
15	721706	721906
15	722609	722949
15	726850	726979
15	727244	727492
15	733438	733927
15	737778	738415
15	741744	741980
15	742295	742606
15	745185	745620
15	745842	745955
15	746421	746772
15	747292	747516
15	749011	749243
15	749983	750092
15	755016	755332
15	757656	758282
15	759025	759090
15	759505	759795
15	761284	761531
15	761718	761835
15	761926	762803
15	767766	768533
15	769186	770961
15	772197	772597
15	774283	774490
15	775428	775697
15	779508	780026
15	780708	780863
15	781482	781998
15	783318	783562
15	784631	784811
15	786941	787144
15	789258	789413
15	790017	790219
15	792260	792476
15	795353	796163
15	796539	797544
15	800740	800921
15	802340	802531
15	803426	803795
15	804207	804384
15	806944	807405
15	807897	807965
15	810828	811001
15	813684	813959
15	817033	817223
15	818471	818697
15	820212	820442
15	824979	826387
15	830776	831014
15	831752	832726
15	836403	837720
15	838195	838358
15	841091	841309
15	842142	842766
15	846087	846178
15	847137	847344
15	848281	848408
15	849426	850281
15	851867	852054
15	860372	861306
15	866613	867012
15	868089	868280
15	869674	870064
15	875354	875541
15	877701	878309
15	882115	882713
15	884198	884351
15	888709	888935
15	891675	892600
15	894320	894438
15	898431	898612
15	899979	900187
15	903962	904499
15	907738	907971
15	908502	909273
15	911826	912175
15	912493	912647
15	915256	916218
15	921259	921485
15	922973	923095
15	924916	925614
15	930404	930521
15	930978	932562
15	933387	933633
15	939506	939575
15	943057	943983
15	944388	944602
15	949195	949749
15	953871	954527
15	956534	957026
15	960290	960808
15	967874	968920
15	976733	976925
15	978405	979689
15	981464	981592
15	986547	988817
15	989035	989873
15	991418	991467
15	996613	997117
15	1000937	1001055
15	1003383	1003829
15	1004334	1004566
15	1006895	1007182
15	1009711	1010279
15	1010807	1011042
15	1015077	1015271
15	1017630	1017690
15	1018823	1019345
15	1022957	1023626
15	1025272	1025953
15	1034303	1034392
15	1036549	1036746
15	1039244	1040034
15	1040660	1040817
15	1043206	1043862
15	1044578	1044665
15	1048186	1048450
15	1049195	1049293
15	1049844	1050009
15	1050925	1051077
15	1054044	1054225
15	1058911	1059293
15	1061180	1061461
15	1064424	1064644
15	1070917	1071058
15	1085923	1086357
15	1086544	1086729
15	1087354	1087467
16	3350	3799
16	4796	5013
16	14468	14564
16	17033	17112
16	22512	22808
16	24733	24903
16	28432	28656
16	29864	29920
16	40117	40799
16	46556	47311
16	49019	49185
16	52722	52935
16	54656	54747
16	56033	56526
16	57266	57461
16	61989	62309
16	63959	64093
16	66902	67662
16	69136	69198
16	73946	74154
16	74499	75465
16	79627	79762
16	82340	82563
16	84243	84493
16	85327	85579
16	86477	86594
16	88041	88453
16	95248	95421
16	98815	99299
16	100262	100393
16	103016	103095
16	105516	106076
16	106863	107096
16	108280	108595
16	114057	114168
16	114417	115217
16	116804	116995
16	118028	118146
16	121309	121718
16	128112	129026
16	129835	130071
16	132264	133439
16	135544	135764
16	136501	136691
16	138337	138654
16	141523	142330
16	143259	143353
16	147198	147322
16	150141	150704
16	151946	152071
16	153181	153447
16	156277	156394
16	157678	157796
16	159623	159859
16	163624	164113
16	165854	166074
16	169137	169724
16	171016	171690
16	172733	173243
16	174816	174986
16	176024	176186
16	179075	179220
16	181191	181318
16	183250	183467
16	188657	188980
16	193191	193417
16	195541	195825
16	198427	198990
16	202686	203335
16	211954	212119
16	213779	215321
16	215546	215894
16	218364	218584
16	222907	223092
16	225852	226056
16	226919	227099
16	227436	228610
16	230845	231260
16	237147	237338
16	241540	241731
16	242735	243084
16	246331	246810
16	251883	251996
16	253625	253861
16	254527	254733
16	255537	255762
16	256264	256497
16	256688	257418
16	259410	259635
16	261198	261366
16	264404	264941
16	267656	267753
16	271069	271180
16	272972	273216
16	277624	277755
16	279910	280475
16	281778	282012
16	286430	286601
16	287010	287321
16	291107	291282
16	292493	292627
16	296573	297443
16	298725	299242
16	299499	299906
16	301378	301549
16	302787	302993
16	305067	305270
16	308286	308556
16	309095	309254
16	309587	310210
16	313017	313257
16	319011	319318
16	321627	322066
16	326312	326529
16	328871	329378
16	335713	335929
16	337116	337413
16	338661	339055
16	339391	340885
16	341330	341428
16	342744	343422
16	345172	345237
16	347461	347628
16	348258	349126
16	352098	352779
16	355386	355703
16	359140	360683
16	361630	361833
16	364128	364204
16	364747	364945
16	366733	366889
16	369156	369764
16	370435	371057
16	372751	373968
16	374954	375502
16	378541	378951
16	381096	382076
16	382709	383651
16	386461	386925
16	393804	393986
16	403935	404700
16	408823	409045
16	410157	410202
16	411940	412194
16	415559	415753
16	418153	418270
16	420451	420789
16	423971	424124
16	425064	426370
16	426603	426725
16	427758	427879
16	429685	429843
16	431311	432630
16	435835	435978
16	444128	444521
16	445304	445482
16	450650	451836
16	453073	453828
16	454983	455575
16	456625	456773
16	458541	458749
16	462154	462388
16	462860	462916
16	463329	464836
16	465658	465894
16	466994	467134
16	474389	474559
16	474751	475982
16	478999	479223
16	480378	480517
16	481879	483235
16	486040	486622
16	487952	488724
16	491325	492276
16	493028	493518
16	497636	498213
16	499402	499468
16	500282	500424
16	501990	504170
16	506380	506752
16	516800	517956
16	518687	518823
16	519717	520935
16	525093	528029
16	529349	529719
16	534741	535004
16	538434	538563
16	538924	539177
16	543918	544067
16	544368	544564
16	548330	548439
16	551741	551985
16	558049	558279
16	565146	565246
16	566670	567250
16	569144	569370
16	572365	572626
16	575621	576351
16	582799	583070
16	585725	586631
16	587230	587576
16	588253	588678
16	590527	590662
16	591258	591527
16	593177	593359
16	593936	594336
16	596470	596640
16	599645	599713
16	603593	603794
16	607370	608822
16	609648	609762
16	610040	610494
16	614528	614872
16	615087	615284
16	619997	620096
16	621415	621663
16	621903	622054
16	622699	623640
16	627422	627936
16	631280	631488
16	633943	633995
16	638997	639502
16	641195	641969
16	643478	643769
16	644977	647533
16	648377	648666
16	653516	654376
16	656298	656965
16	657186	657509
16	658978	659176
16	664679	666332
16	667411	667629
16	670941	671107
16	672135	672504
16	673507	673675
16	675710	675858
16	676633	677538
16	678007	679944
16	681975	682190
16	684406	684513
16	685414	686004
16	687676	688389
16	689777	689977
16	692506	692652
16	694472	695662
16	696835	697119
16	697332	697493
16	698549	698763
16	700039	700741
16	703263	703399
16	703932	704947
16	706690	706841
16	709675	710315
16	711420	711600
16	712794	713589
16	718504	718631
16	718968	719816
16	720468	720614
16	724981	725161
16	726321	726546
16	729264	729317
16	729536	729769
16	730291	730417
16	731986	732231
16	736789	736914
16	739615	740055
16	742199	742349
16	746911	747231
16	751765	752496
16	752984	753337
16	754369	754817
16	758376	758798
16	759469	759758
16	767537	767740
16	769184	769400
16	769637	769759
16	770461	771201
16	774263	774481
16	774814	776010
16	778997	779192
16	781784	781873
16	784888	786376
16	787633	787874
16	789561	790056
16	792290	792669
16	794722	794786
16	797307	797531
16	799080	799112
16	802050	802210
16	809524	809766
16	812362	813382
16	814086	814353
16	818104	818250
16	821506	822778
16	825178	825476
16	828214	828362
16	828758	829675
16	830483	830962
16	831816	832571
16	832635	832708
16	832924	833049
16	834330	834474
16	837459	837686
16	839482	841267
16	841436	841527
16	842987	843134
16	845224	845410
16	852789	852992
16	855551	855740
16	856519	856656
16	856987	857442
16	860168	861216
16	866522	866729
16	870045	870277
16	874944	875021
16	876641	876843
16	877673	878081
16	878545	878631
16	882846	883252
16	887847	888081
16	888686	889069
16	892091	892349
16	895830	895932
16	899719	900180
16	900487	900712
16	901582	901991
16	906743	906935
16	911025	911266
16	912478	912669
16	919085	919319
16	920686	922612
16	922984	923616
16	928067	928219
16	944418	944499
